✓ Initialized. View run at 
https://modal.com/apps/newperson953/main/ap-eM6cqOQfoqCf80dThivI6A
✓ Created objects.
├── 🔨 Created mount /Users/huy.dangxuan/Desktop/autoresearch/modal_app.py
├── 🔨 Created mount train.py
├── 🔨 Created mount prepare.py
├── 🔨 Created function prepare_data.
└── 🔨 Created function train.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011194 | lrm: 1.00 | dt: 64875ms | tok/sec: 8,081 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00327 (34.7%) | loss: 3.144192 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,456 | mfu: 39.2% | epoch: 1 | remaining: 196s    
step 00328 (34.8%) | loss: 3.144313 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,884 | mfu: 39.1% | epoch: 1 | remaining: 195s    
step 00329 (34.9%) | loss: 3.146675 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,524 | mfu: 38.9% | epoch: 1 | remaining: 195s    
step 00330 (35.0%) | loss: 3.148795 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,164 | mfu: 39.1% | epoch: 1 | remaining: 195s    
step 00331 (35.1%) | loss: 3.152214 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,316 | mfu: 38.9% | epoch: 1 | remaining: 194s    
step 00332 (35.2%) | loss: 3.153288 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,210 | mfu: 38.7% | epoch: 1 | remaining: 194s    
step 00333 (35.4%) | loss: 3.152267 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,727 | mfu: 39.4% | epoch: 1 | remaining: 194s    
step 00334 (35.5%) | loss: 3.151875 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,967 | mfu: 39.1% | epoch: 1 | remaining: 193s    
step 00335 (35.6%) | loss: 3.143311 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,425 | mfu: 38.8% | epoch: 1 | remaining: 193s    
step 00336 (35.7%) | loss: 3.143942 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,401 | mfu: 39.1% | epoch: 1 | remaining: 193s    
step 00337 (35.8%) | loss: 3.139595 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,863 | mfu: 39.2% | epoch: 1 | remaining: 192s    
step 00338 (35.9%) | loss: 3.139532 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,679 | mfu: 39.2% | epoch: 1 | remaining: 192s    
step 00339 (36.0%) | loss: 3.134061 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,816 | mfu: 39.0% | epoch: 1 | remaining: 192s    
step 00340 (36.1%) | loss: 3.138784 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,113 | mfu: 39.0% | epoch: 1 | remaining: 191s    
step 00341 (36.2%) | loss: 3.136974 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,063 | mfu: 39.2% | epoch: 1 | remaining: 191s    
step 00342 (36.3%) | loss: 3.141487 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,734 | mfu: 38.9% | epoch: 1 | remaining: 191s    
step 00343 (36.4%) | loss: 3.145766 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,594 | mfu: 38.8% | epoch: 1 | remaining: 190s    
step 00344 (36.5%) | loss: 3.144881 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,774 | mfu: 38.8% | epoch: 1 | remaining: 190s    
step 00345 (36.7%) | loss: 3.142885 | lrm: 1.00 | dt: 326ms | tok/sec: 1,605,993 | mfu: 38.8% | epoch: 1 | remaining: 190s    
step 00346 (36.8%) | loss: 3.141759 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,426 | mfu: 39.3% | epoch: 1 | remaining: 189s    
step 00347 (36.9%) | loss: 3.140807 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,175 | mfu: 39.0% | epoch: 1 | remaining: 189s    
step 00348 (37.0%) | loss: 3.138404 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,566 | mfu: 38.8% | epoch: 1 | remaining: 189s    
step 00349 (37.1%) | loss: 3.137069 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,342 | mfu: 39.1% | epoch: 1 | remaining: 188s    
step 00350 (37.2%) | loss: 3.136231 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,361 | mfu: 39.0% | epoch: 1 | remaining: 188s    
step 00351 (37.3%) | loss: 3.131913 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,189 | mfu: 38.8% | epoch: 1 | remaining: 188s    
step 00352 (37.4%) | loss: 3.135547 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,000 | mfu: 39.3% | epoch: 1 | remaining: 187s    
step 00353 (37.5%) | loss: 3.130741 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,389 | mfu: 39.1% | epoch: 1 | remaining: 187s    
step 00354 (37.6%) | loss: 3.133079 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,978 | mfu: 39.0% | epoch: 1 | remaining: 187s    
step 00355 (37.7%) | loss: 3.132850 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,720 | mfu: 39.4% | epoch: 1 | remaining: 186s    
step 00356 (37.8%) | loss: 3.126922 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,832 | mfu: 39.2% | epoch: 1 | remaining: 186s    
step 00357 (37.9%) | loss: 3.121412 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,078 | mfu: 39.0% | epoch: 1 | remaining: 186s    
step 00358 (38.1%) | loss: 3.118867 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,281 | mfu: 39.0% | epoch: 1 | remaining: 186s    
step 00359 (38.2%) | loss: 3.118722 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,602 | mfu: 39.1% | epoch: 1 | remaining: 185s    
step 00360 (38.3%) | loss: 3.117405 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,750 | mfu: 39.2% | epoch: 1 | remaining: 185s    
step 00361 (38.4%) | loss: 3.112171 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,101 | mfu: 38.8% | epoch: 1 | remaining: 185s    
step 00362 (38.5%) | loss: 3.120594 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,814 | mfu: 38.8% | epoch: 1 | remaining: 184s    
step 00363 (38.6%) | loss: 3.121031 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,699 | mfu: 38.2% | epoch: 1 | remaining: 184s    
step 00364 (38.7%) | loss: 3.122171 | lrm: 1.00 | dt: 339ms | tok/sec: 1,546,578 | mfu: 37.4% | epoch: 1 | remaining: 184s    
step 00365 (38.8%) | loss: 3.116067 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,652 | mfu: 38.4% | epoch: 1 | remaining: 183s    
step 00366 (38.9%) | loss: 3.118118 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,064 | mfu: 39.1% | epoch: 1 | remaining: 183s    
step 00367 (39.0%) | loss: 3.117968 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,878 | mfu: 38.6% | epoch: 1 | remaining: 183s    
step 00368 (39.2%) | loss: 3.112244 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,383 | mfu: 39.0% | epoch: 1 | remaining: 182s    
step 00369 (39.3%) | loss: 3.110522 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,851 | mfu: 38.9% | epoch: 1 | remaining: 182s    
step 00370 (39.4%) | loss: 3.108143 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,105 | mfu: 38.9% | epoch: 1 | remaining: 182s    
step 00371 (39.5%) | loss: 3.105321 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,924 | mfu: 38.8% | epoch: 1 | remaining: 181s    
step 00372 (39.6%) | loss: 3.101647 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,304 | mfu: 39.1% | epoch: 1 | remaining: 181s    
step 00373 (39.7%) | loss: 3.107583 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,864 | mfu: 38.9% | epoch: 1 | remaining: 181s    
step 00374 (39.8%) | loss: 3.105008 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,005 | mfu: 38.8% | epoch: 1 | remaining: 180s    
step 00375 (39.9%) | loss: 3.101901 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,603 | mfu: 38.9% | epoch: 1 | remaining: 180s    
step 00376 (40.0%) | loss: 3.103833 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,544 | mfu: 39.0% | epoch: 1 | remaining: 180s    
step 00377 (40.1%) | loss: 3.106341 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,317 | mfu: 37.9% | epoch: 1 | remaining: 179s    
step 00378 (40.2%) | loss: 3.110636 | lrm: 1.00 | dt: 338ms | tok/sec: 1,550,919 | mfu: 37.5% | epoch: 1 | remaining: 179s    
step 00379 (40.4%) | loss: 3.105485 | lrm: 1.00 | dt: 335ms | tok/sec: 1,563,984 | mfu: 37.8% | epoch: 1 | remaining: 179s    
step 00380 (40.5%) | loss: 3.108447 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,783 | mfu: 38.4% | epoch: 1 | remaining: 178s    
step 00381 (40.6%) | loss: 3.108155 | lrm: 1.00 | dt: 326ms | tok/sec: 1,605,956 | mfu: 38.8% | epoch: 1 | remaining: 178s    
step 00382 (40.7%) | loss: 3.102551 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,728 | mfu: 39.1% | epoch: 1 | remaining: 178s    
step 00383 (40.8%) | loss: 3.107033 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,932 | mfu: 38.7% | epoch: 1 | remaining: 177s    
step 00384 (40.9%) | loss: 3.104337 | lrm: 1.00 | dt: 331ms | tok/sec: 1,586,200 | mfu: 38.3% | epoch: 1 | remaining: 177s    
step 00385 (41.0%) | loss: 3.102824 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,799 | mfu: 39.5% | epoch: 1 | remaining: 177s    
step 00386 (41.1%) | loss: 3.105904 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,354 | mfu: 38.8% | epoch: 1 | remaining: 176s    
step 00387 (41.2%) | loss: 3.099910 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,834 | mfu: 38.8% | epoch: 1 | remaining: 176s    
step 00388 (41.3%) | loss: 3.100665 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,398 | mfu: 38.3% | epoch: 1 | remaining: 176s    
step 00389 (41.4%) | loss: 3.098157 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,606 | mfu: 39.3% | epoch: 1 | remaining: 175s    
step 00390 (41.6%) | loss: 3.095540 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,840 | mfu: 39.1% | epoch: 1 | remaining: 175s    
step 00391 (41.7%) | loss: 3.092678 | lrm: 1.00 | dt: 367ms | tok/sec: 1,429,899 | mfu: 34.5% | epoch: 1 | remaining: 175s    
step 00392 (41.8%) | loss: 3.090719 | lrm: 1.00 | dt: 335ms | tok/sec: 1,565,468 | mfu: 37.8% | epoch: 1 | remaining: 174s    
step 00393 (41.9%) | loss: 3.092622 | lrm: 1.00 | dt: 394ms | tok/sec: 1,332,064 | mfu: 32.2% | epoch: 1 | remaining: 174s    
step 00394 (42.0%) | loss: 3.093402 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,523 | mfu: 40.0% | epoch: 1 | remaining: 174s    
step 00395 (42.1%) | loss: 3.098792 | lrm: 1.00 | dt: 317ms | tok/sec: 1,656,270 | mfu: 40.0% | epoch: 1 | remaining: 173s    
step 00396 (42.2%) | loss: 3.097546 | lrm: 1.00 | dt: 344ms | tok/sec: 1,525,423 | mfu: 36.9% | epoch: 1 | remaining: 173s    
step 00397 (42.3%) | loss: 3.096243 | lrm: 1.00 | dt: 317ms | tok/sec: 1,656,379 | mfu: 40.0% | epoch: 1 | remaining: 173s    
step 00398 (42.5%) | loss: 3.091179 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,793 | mfu: 39.5% | epoch: 1 | remaining: 172s    
step 00399 (42.6%) | loss: 3.091481 | lrm: 1.00 | dt: 357ms | tok/sec: 1,467,388 | mfu: 35.5% | epoch: 1 | remaining: 172s    
step 00400 (42.7%) | loss: 3.090421 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,361 | mfu: 39.2% | epoch: 1 | remaining: 172s    
step 00401 (42.8%) | loss: 3.088126 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,639 | mfu: 39.3% | epoch: 1 | remaining: 171s    
step 00402 (42.9%) | loss: 3.088328 | lrm: 1.00 | dt: 336ms | tok/sec: 1,560,344 | mfu: 37.7% | epoch: 1 | remaining: 171s    
step 00403 (43.0%) | loss: 3.087767 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,141 | mfu: 39.3% | epoch: 1 | remaining: 171s    
step 00404 (43.1%) | loss: 3.089781 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,407 | mfu: 38.2% | epoch: 1 | remaining: 170s    
step 00405 (43.2%) | loss: 3.084937 | lrm: 1.00 | dt: 334ms | tok/sec: 1,571,718 | mfu: 38.0% | epoch: 1 | remaining: 170s    
step 00406 (43.3%) | loss: 3.086134 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,411 | mfu: 39.1% | epoch: 1 | remaining: 170s    
step 00407 (43.4%) | loss: 3.087765 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,869 | mfu: 38.8% | epoch: 1 | remaining: 169s    
step 00408 (43.6%) | loss: 3.084889 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,440 | mfu: 38.5% | epoch: 1 | remaining: 169s    
step 00409 (43.7%) | loss: 3.085993 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,277 | mfu: 39.3% | epoch: 1 | remaining: 169s    
step 00410 (43.8%) | loss: 3.086146 | lrm: 1.00 | dt: 336ms | tok/sec: 1,561,815 | mfu: 37.7% | epoch: 1 | remaining: 168s    
step 00411 (43.9%) | loss: 3.084759 | lrm: 1.00 | dt: 337ms | tok/sec: 1,558,014 | mfu: 37.6% | epoch: 1 | remaining: 168s    
step 00412 (44.0%) | loss: 3.081259 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,220 | mfu: 37.5% | epoch: 1 | remaining: 168s    
step 00413 (44.1%) | loss: 3.083939 | lrm: 1.00 | dt: 362ms | tok/sec: 1,449,440 | mfu: 35.0% | epoch: 1 | remaining: 167s    
step 00414 (44.2%) | loss: 3.074234 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,374 | mfu: 38.1% | epoch: 1 | remaining: 167s    
step 00415 (44.3%) | loss: 3.077557 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,027 | mfu: 37.5% | epoch: 1 | remaining: 167s    
step 00416 (44.5%) | loss: 3.075069 | lrm: 1.00 | dt: 340ms | tok/sec: 1,541,816 | mfu: 37.3% | epoch: 1 | remaining: 166s    
step 00417 (44.6%) | loss: 3.078269 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,910 | mfu: 38.0% | epoch: 1 | remaining: 166s    
step 00418 (44.7%) | loss: 3.079806 | lrm: 1.00 | dt: 345ms | tok/sec: 1,519,420 | mfu: 36.7% | epoch: 1 | remaining: 166s    
step 00419 (44.8%) | loss: 3.076717 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,485 | mfu: 39.1% | epoch: 1 | remaining: 165s    
step 00420 (44.9%) | loss: 3.072566 | lrm: 1.00 | dt: 353ms | tok/sec: 1,483,362 | mfu: 35.8% | epoch: 1 | remaining: 165s    
step 00421 (45.0%) | loss: 3.072413 | lrm: 1.00 | dt: 373ms | tok/sec: 1,403,833 | mfu: 33.9% | epoch: 1 | remaining: 165s    
step 00422 (45.1%) | loss: 3.068352 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,243 | mfu: 38.8% | epoch: 1 | remaining: 164s    
step 00423 (45.3%) | loss: 3.066221 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,266 | mfu: 39.8% | epoch: 1 | remaining: 164s    
step 00424 (45.4%) | loss: 3.065980 | lrm: 1.00 | dt: 334ms | tok/sec: 1,571,047 | mfu: 38.0% | epoch: 1 | remaining: 164s    
step 00425 (45.5%) | loss: 3.062483 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,261 | mfu: 38.5% | epoch: 1 | remaining: 163s    
step 00426 (45.6%) | loss: 3.063114 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,694 | mfu: 38.1% | epoch: 1 | remaining: 163s    
step 00427 (45.7%) | loss: 3.061962 | lrm: 1.00 | dt: 331ms | tok/sec: 1,586,302 | mfu: 38.3% | epoch: 1 | remaining: 163s    
step 00428 (45.8%) | loss: 3.063058 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,567 | mfu: 39.1% | epoch: 1 | remaining: 162s    
step 00429 (45.9%) | loss: 3.059227 | lrm: 1.00 | dt: 337ms | tok/sec: 1,554,762 | mfu: 37.6% | epoch: 1 | remaining: 162s    
step 00430 (46.0%) | loss: 3.063509 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,865 | mfu: 38.2% | epoch: 1 | remaining: 162s    
step 00431 (46.1%) | loss: 3.065506 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,338 | mfu: 38.4% | epoch: 1 | remaining: 161s    
step 00432 (46.2%) | loss: 3.067638 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,115 | mfu: 39.3% | epoch: 1 | remaining: 161s    
step 00433 (46.3%) | loss: 3.064869 | lrm: 1.00 | dt: 356ms | tok/sec: 1,474,123 | mfu: 35.6% | epoch: 1 | remaining: 161s    
step 00434 (46.5%) | loss: 3.065149 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,288 | mfu: 39.3% | epoch: 1 | remaining: 160s    
step 00435 (46.6%) | loss: 3.065289 | lrm: 1.00 | dt: 355ms | tok/sec: 1,477,485 | mfu: 35.7% | epoch: 1 | remaining: 160s    
step 00436 (46.7%) | loss: 3.065755 | lrm: 1.00 | dt: 338ms | tok/sec: 1,550,832 | mfu: 37.5% | epoch: 1 | remaining: 160s    
step 00437 (46.8%) | loss: 3.062326 | lrm: 1.00 | dt: 353ms | tok/sec: 1,485,173 | mfu: 35.9% | epoch: 1 | remaining: 159s    
step 00438 (46.9%) | loss: 3.064282 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,146 | mfu: 38.1% | epoch: 1 | remaining: 159s    
step 00439 (47.0%) | loss: 3.061934 | lrm: 1.00 | dt: 340ms | tok/sec: 1,544,047 | mfu: 37.3% | epoch: 1 | remaining: 159s    
step 00440 (47.1%) | loss: 3.061073 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,392 | mfu: 39.0% | epoch: 1 | remaining: 158s    
step 00441 (47.3%) | loss: 3.060838 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,230 | mfu: 36.3% | epoch: 1 | remaining: 158s    
step 00442 (47.4%) | loss: 3.063509 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,549 | mfu: 38.6% | epoch: 1 | remaining: 158s    
step 00443 (47.5%) | loss: 3.069890 | lrm: 1.00 | dt: 337ms | tok/sec: 1,555,962 | mfu: 37.6% | epoch: 1 | remaining: 157s    
step 00444 (47.6%) | loss: 3.069530 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,007 | mfu: 39.3% | epoch: 1 | remaining: 157s    
step 00445 (47.7%) | loss: 3.068441 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,296 | mfu: 39.4% | epoch: 1 | remaining: 157s    
step 00446 (47.8%) | loss: 3.062599 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,613 | mfu: 39.0% | epoch: 1 | remaining: 156s    
step 00447 (47.9%) | loss: 3.063270 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,488 | mfu: 39.0% | epoch: 1 | remaining: 156s    
step 00448 (48.0%) | loss: 3.057386 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,798 | mfu: 39.0% | epoch: 1 | remaining: 156s    
step 00449 (48.1%) | loss: 3.056067 | lrm: 1.00 | dt: 339ms | tok/sec: 1,544,366 | mfu: 37.3% | epoch: 1 | remaining: 155s    
step 00450 (48.2%) | loss: 3.057669 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,532 | mfu: 39.2% | epoch: 1 | remaining: 155s    
step 00451 (48.4%) | loss: 3.060291 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,231 | mfu: 39.3% | epoch: 1 | remaining: 155s    
step 00452 (48.5%) | loss: 3.058867 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,378 | mfu: 39.2% | epoch: 1 | remaining: 154s    
step 00453 (48.6%) | loss: 3.053070 | lrm: 1.00 | dt: 349ms | tok/sec: 1,502,035 | mfu: 36.3% | epoch: 1 | remaining: 154s    
step 00454 (48.7%) | loss: 3.052763 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,905 | mfu: 39.5% | epoch: 1 | remaining: 154s    
step 00455 (48.8%) | loss: 3.050819 | lrm: 1.00 | dt: 336ms | tok/sec: 1,561,133 | mfu: 37.7% | epoch: 1 | remaining: 153s    
step 00456 (48.9%) | loss: 3.050403 | lrm: 1.00 | dt: 360ms | tok/sec: 1,457,368 | mfu: 35.2% | epoch: 1 | remaining: 153s    
step 00457 (49.0%) | loss: 3.046493 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,302 | mfu: 38.5% | epoch: 1 | remaining: 153s    
step 00458 (49.1%) | loss: 3.050395 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,322 | mfu: 38.6% | epoch: 1 | remaining: 152s    
step 00459 (49.2%) | loss: 3.049471 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,900 | mfu: 38.4% | epoch: 1 | remaining: 152s    
step 00460 (49.4%) | loss: 3.051220 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,332 | mfu: 38.7% | epoch: 1 | remaining: 152s    
step 00461 (49.5%) | loss: 3.053621 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,143 | mfu: 37.9% | epoch: 1 | remaining: 151s    
step 00462 (49.6%) | loss: 3.055006 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,325 | mfu: 38.8% | epoch: 1 | remaining: 151s    
step 00463 (49.7%) | loss: 3.056714 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,229 | mfu: 39.2% | epoch: 1 | remaining: 151s    
step 00464 (49.8%) | loss: 3.058281 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,502 | mfu: 38.3% | epoch: 1 | remaining: 150s    
step 00465 (49.9%) | loss: 3.056800 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,681 | mfu: 38.8% | epoch: 1 | remaining: 150s    
step 00466 (50.0%) | loss: 3.054528 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,755 | mfu: 39.3% | epoch: 1 | remaining: 150s    
step 00467 (50.1%) | loss: 3.054591 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,631 | mfu: 39.1% | epoch: 1 | remaining: 149s    
step 00468 (50.2%) | loss: 3.056161 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,726 | mfu: 39.0% | epoch: 1 | remaining: 149s    
step 00469 (50.3%) | loss: 3.056178 | lrm: 0.99 | dt: 323ms | tok/sec: 1,623,681 | mfu: 39.2% | epoch: 1 | remaining: 149s    
step 00470 (50.4%) | loss: 3.055425 | lrm: 0.99 | dt: 325ms | tok/sec: 1,613,482 | mfu: 39.0% | epoch: 1 | remaining: 148s    
step 00471 (50.5%) | loss: 3.055805 | lrm: 0.99 | dt: 333ms | tok/sec: 1,574,207 | mfu: 38.0% | epoch: 1 | remaining: 148s    
step 00472 (50.7%) | loss: 3.053715 | lrm: 0.99 | dt: 327ms | tok/sec: 1,601,728 | mfu: 38.7% | epoch: 1 | remaining: 148s    
step 00473 (50.8%) | loss: 3.049430 | lrm: 0.98 | dt: 324ms | tok/sec: 1,618,697 | mfu: 39.1% | epoch: 1 | remaining: 147s    
step 00474 (50.9%) | loss: 3.047566 | lrm: 0.98 | dt: 337ms | tok/sec: 1,554,260 | mfu: 37.6% | epoch: 1 | remaining: 147s    
step 00475 (51.0%) | loss: 3.057095 | lrm: 0.98 | dt: 358ms | tok/sec: 1,465,499 | mfu: 35.4% | epoch: 1 | remaining: 147s    
step 00476 (51.1%) | loss: 3.057761 | lrm: 0.98 | dt: 322ms | tok/sec: 1,629,625 | mfu: 39.4% | epoch: 1 | remaining: 146s    
step 00477 (51.2%) | loss: 3.058197 | lrm: 0.98 | dt: 339ms | tok/sec: 1,545,773 | mfu: 37.3% | epoch: 1 | remaining: 146s    
step 00478 (51.3%) | loss: 3.056772 | lrm: 0.97 | dt: 353ms | tok/sec: 1,484,350 | mfu: 35.9% | epoch: 1 | remaining: 146s    
step 00479 (51.4%) | loss: 3.052843 | lrm: 0.97 | dt: 317ms | tok/sec: 1,654,778 | mfu: 40.0% | epoch: 1 | remaining: 145s    
step 00480 (51.6%) | loss: 3.051685 | lrm: 0.97 | dt: 335ms | tok/sec: 1,564,124 | mfu: 37.8% | epoch: 1 | remaining: 145s    
step 00481 (51.7%) | loss: 3.048075 | lrm: 0.97 | dt: 366ms | tok/sec: 1,431,465 | mfu: 34.6% | epoch: 1 | remaining: 145s    
step 00482 (51.8%) | loss: 3.052111 | lrm: 0.96 | dt: 328ms | tok/sec: 1,599,171 | mfu: 38.6% | epoch: 1 | remaining: 144s    
step 00483 (51.9%) | loss: 3.049086 | lrm: 0.96 | dt: 332ms | tok/sec: 1,579,059 | mfu: 38.2% | epoch: 1 | remaining: 144s    
step 00484 (52.0%) | loss: 3.043406 | lrm: 0.96 | dt: 347ms | tok/sec: 1,511,471 | mfu: 36.5% | epoch: 1 | remaining: 144s    
step 00485 (52.1%) | loss: 3.037001 | lrm: 0.96 | dt: 342ms | tok/sec: 1,533,810 | mfu: 37.1% | epoch: 1 | remaining: 143s    
step 00486 (52.2%) | loss: 3.033222 | lrm: 0.96 | dt: 317ms | tok/sec: 1,652,600 | mfu: 39.9% | epoch: 1 | remaining: 143s    
step 00487 (52.3%) | loss: 3.031531 | lrm: 0.95 | dt: 351ms | tok/sec: 1,495,496 | mfu: 36.1% | epoch: 1 | remaining: 143s    
step 00488 (52.5%) | loss: 3.030467 | lrm: 0.95 | dt: 352ms | tok/sec: 1,488,395 | mfu: 36.0% | epoch: 1 | remaining: 142s    
step 00489 (52.6%) | loss: 3.027380 | lrm: 0.95 | dt: 317ms | tok/sec: 1,652,388 | mfu: 39.9% | epoch: 1 | remaining: 142s    
step 00490 (52.7%) | loss: 3.022870 | lrm: 0.95 | dt: 341ms | tok/sec: 1,538,427 | mfu: 37.2% | epoch: 1 | remaining: 142s    
step 00491 (52.8%) | loss: 3.022751 | lrm: 0.94 | dt: 330ms | tok/sec: 1,586,923 | mfu: 38.3% | epoch: 1 | remaining: 141s    
step 00492 (52.9%) | loss: 3.022272 | lrm: 0.94 | dt: 339ms | tok/sec: 1,544,479 | mfu: 37.3% | epoch: 1 | remaining: 141s    
